4.992042160034179688e+01,1.639228248596191406e+01,1.292323684692382812e+01
4.939210891723632812e+01,1.684317588806152344e+01,1.240334033966064453e+01
4.921095657348632812e+01,1.732105255126953125e+01,1.203997135162353516e+01
4.988604736328125000e+01,1.822162437438964844e+01,1.184684181213378906e+01
5.012499618530273438e+01,1.911207580566406250e+01,1.142875576019287109e+01
5.002311325073242188e+01,1.980681228637695312e+01,1.096565818786621094e+01
4.991349792480468750e+01,2.043502044677734375e+01,1.055756378173828125e+01
5.026527023315429688e+01,2.116991996765136719e+01,1.030057239532470703e+01
4.953862380981445312e+01,2.144623947143554688e+01,9.783044815063476562e+00
4.778054809570312500e+01,2.150769996643066406e+01,8.877141952514648438e+00
4.557155609130859375e+01,2.202681350708007812e+01,7.473329544067382812e+00
4.178859710693359375e+01,2.165880584716796875e+01,5.831374645233154297e+00
3.797230911254882812e+01,2.139343261718750000e+01,4.025611400604248047e+00
3.262036132812500000e+01,2.057225036621093750e+01,1.818413853645324707e+00
2.693830299377441406e+01,1.932837295532226562e+01,0.000000000000000000e+00
2.184285545349121094e+01,1.776844787597656250e+01,0.000000000000000000e+00
1.908461570739746094e+01,1.644037246704101562e+01,0.000000000000000000e+00
1.578224182128906250e+01,1.445852184295654297e+01,0.000000000000000000e+00
1.248430347442626953e+01,1.208513355255126953e+01,0.000000000000000000e+00
9.114114761352539062e+00,9.562361717224121094e+00,0.000000000000000000e+00
5.786252021789550781e+00,7.026347160339355469e+00,0.000000000000000000e+00
3.496740102767944336e+00,5.202260017395019531e+00,0.000000000000000000e+00
1.989943385124206543e+00,3.315410614013671875e+00,0.000000000000000000e+00
1.636516094207763672e+00,2.462119579315185547e+00,2.080527395009994507e-01
2.108575344085693359e+00,1.737732410430908203e+00,1.493758440017700195e+00
2.871875762939453125e+00,1.130507826805114746e+00,3.049966096878051758e+00
3.331278800964355469e+00,7.390608191490173340e-01,4.012444496154785156e+00
3.606544494628906250e+00,4.736284911632537842e-01,4.608926773071289062e+00
3.960042715072631836e+00,4.179136753082275391e-01,5.059165477752685547e+00
4.331089019775390625e+00,2.929067015647888184e-01,5.484497070312500000e+00
4.652013778686523438e+00,1.834379434585571289e-01,5.851477146148681641e+00
4.908789634704589844e+00,7.845295220613479614e-02,6.157633304595947266e+00
5.100572586059570312e+00,0.000000000000000000e+00,6.437483310699462891e+00
5.188005447387695312e+00,0.000000000000000000e+00,6.564918518066406250e+00
5.142592430114746094e+00,0.000000000000000000e+00,6.498435020446777344e+00
4.928709983825683594e+00,6.975825875997543335e-02,6.186209201812744141e+00
4.489147186279296875e+00,2.454990744590759277e-01,5.669569492340087891e+00
3.969150543212890625e+00,4.193299412727355957e-01,5.072590827941894531e+00
3.512402057647705078e+00,5.967586040496826172e-01,4.384203433990478516e+00
3.114085197448730469e+00,1.001989364624023438e+00,3.507534265518188477e+00
2.664185285568237305e+00,1.437153100967407227e+00,2.531775712966918945e+00
2.169424057006835938e+00,1.956744194030761719e+00,1.500261425971984863e+00
1.761131644248962402e+00,2.386574268341064453e+00,7.303040623664855957e-01
1.884982109069824219e+00,2.261710882186889648e+00,9.611143469810485840e-01
2.239745616912841797e+00,1.895218372344970703e+00,1.626651287078857422e+00
2.621204853057861328e+00,1.555610418319702148e+00,2.389309167861938477e+00
2.986774682998657227e+00,1.282394409179687500e+00,3.130681991577148438e+00
3.325770854949951172e+00,1.042388319969177246e+00,3.809612512588500977e+00
3.663579463958740234e+00,8.289223313331604004e-01,4.469702720642089844e+00
3.969193220138549805e+00,6.522073745727539062e-01,5.056372165679931641e+00
4.273711681365966797e+00,5.294049978256225586e-01,5.598245143890380859e+00
4.712351799011230469e+00,5.005314946174621582e-01,6.145224571228027344e+00
5.244229316711425781e+00,3.504011034965515137e-01,6.774257659912109375e+00
5.715517997741699219e+00,2.056555598974227905e-01,7.323838710784912109e+00
6.092035293579101562e+00,1.046350598335266113e-02,7.824760437011718750e+00
6.399833679199218750e+00,0.000000000000000000e+00,8.270905494689941406e+00
6.668149948120117188e+00,0.000000000000000000e+00,8.659248352050781250e+00
6.897476196289062500e+00,0.000000000000000000e+00,8.990535736083984375e+00
7.090992927551269531e+00,0.000000000000000000e+00,9.269447326660156250e+00
7.250789642333984375e+00,0.000000000000000000e+00,9.499093055725097656e+00
7.368050575256347656e+00,0.000000000000000000e+00,9.666729927062988281e+00
7.409330368041992188e+00,0.000000000000000000e+00,9.723925590515136719e+00
7.418163299560546875e+00,0.000000000000000000e+00,9.733643531799316406e+00
7.392270088195800781e+00,0.000000000000000000e+00,9.692579269409179688e+00
7.329566001892089844e+00,0.000000000000000000e+00,9.597711563110351562e+00
7.224102973937988281e+00,0.000000000000000000e+00,9.440309524536132812e+00
7.057021141052246094e+00,0.000000000000000000e+00,9.192811965942382812e+00
6.817267417907714844e+00,8.412528038024902344e-02,8.838809013366699219e+00
6.427326202392578125e+00,3.178072273731231689e-01,8.374047279357910156e+00
5.879696846008300781e+00,5.512790679931640625e-01,7.778893947601318359e+00
5.220420837402343750e+00,7.664576172828674316e-01,6.921663284301757812e+00
4.509175300598144531e+00,1.653490781784057617e+00,5.251563549041748047e+00
3.716127634048461914e+00,2.638496875762939453e+00,3.391976118087768555e+00
3.016614198684692383e+00,3.583719253540039062e+00,1.844533681869506836e+00
2.357102155685424805e+00,4.555278778076171875e+00,4.628652930259704590e-01
1.457416534423828125e+00,5.849967479705810547e+00,0.000000000000000000e+00
1.120361804962158203e+00,7.094441890716552734e+00,0.000000000000000000e+00
1.098495006561279297e+00,8.261917114257812500e+00,0.000000000000000000e+00
1.136618614196777344e+00,8.932789802551269531e+00,0.000000000000000000e+00
1.184677362442016602e+00,9.474974632263183594e+00,0.000000000000000000e+00
1.230698347091674805e+00,9.994167327880859375e+00,0.000000000000000000e+00
