137.021173,35.172562
137.021202,35.172569
137.021230,35.172577
137.021259,35.172584
137.021288,35.172591
137.021317,35.172599
137.021341,35.172616
137.021365,35.172633
137.021389,35.172651
137.021413,35.172668
137.021435,35.172688
137.021453,35.172711
137.021471,35.172734
137.021490,35.172757
137.021508,35.172781
137.021520,35.172808
137.021533,35.172835
137.021545,35.172862
137.021557,35.172889
137.021562,35.172918
137.021567,35.172947
137.021572,35.172977
137.021575,35.173006
137.021573,35.173036
137.021571,35.173065
137.021569,35.173095
137.021566,35.173124
137.021559,35.173153
137.021552,35.173182
137.021545,35.173211
137.021538,35.173240
137.021529,35.173268
137.021519,35.173296
137.021509,35.173323
137.021498,35.173351
137.021488,35.173379
137.021476,35.173406
137.021465,35.173434
137.021453,35.173461
137.021441,35.173488
137.021429,35.173515
137.021416,35.173542
137.021404,35.173569
137.021391,35.173596
137.021378,35.173622
137.021366,35.173649
137.021352,35.173676
137.021339,35.173702
137.021326,35.173729
137.021313,35.173756
137.021300,35.173782
137.021287,35.173809
137.021274,35.173836
137.021261,35.173862
137.021249,35.173889
137.021236,35.173916
137.021223,35.173943
137.021210,35.173969
137.021197,35.173996
137.021185,35.174023
137.021172,35.174050
137.021159,35.174077
137.021147,35.174103
137.021135,35.174130
137.021122,35.174157
137.021110,35.174184
137.021098,35.174211
137.021085,35.174238
137.021073,35.174265
137.021061,35.174293
137.021049,35.174320
137.021037,35.174347
137.021024,35.174374
137.021012,35.174401
137.021000,35.174428
137.020988,35.174455
137.020976,35.174482
137.020964,35.174509
137.020952,35.174536
137.020940,35.174563
137.020928,35.174590
137.020916,35.174617
137.020903,35.174644
137.020891,35.174671
137.020879,35.174698
137.020866,35.174725
137.020854,35.174752
137.020840,35.174779
137.020827,35.174805
137.020814,35.174832
137.020801,35.174859
137.020788,35.174885
137.020775,35.174912
137.020762,35.174938
137.020748,35.174964
137.020734,35.174991
137.020720,35.175017
137.020706,35.175043
137.020692,35.175069
137.020679,35.175096
137.020664,35.175122
137.020650,35.175148
137.020636,35.175174
137.020621,35.175199
137.020607,35.175225
137.020592,35.175251
137.020578,35.175277
137.020563,35.175303
137.020549,35.175329
137.020534,35.175354
137.020519,35.175380
137.020504,35.175406
137.020489,35.175432
137.020475,35.175457
137.020460,35.175483
137.020445,35.175508
137.020429,35.175534
137.020414,35.175559
137.020399,35.175585
137.020384,35.175610
137.020369,35.175636
137.020353,35.175661
137.020338,35.175687
137.020323,35.175712
137.020307,35.175737
137.020292,35.175763
137.020276,35.175788
137.020261,35.175813
137.020246,35.175839
137.020230,35.175864
137.020215,35.175889
137.020199,35.175915
137.020184,35.175940
137.020168,35.175965
137.020153,35.175991
137.020137,35.176016
137.020122,35.176041
137.020106,35.176066
137.020090,35.176091
137.020074,35.176116
137.020058,35.176141
137.020042,35.176166
137.020026,35.176191
137.020010,35.176216
137.019993,35.176241
137.019977,35.176266
137.019961,35.176290
137.019944,35.176315
137.019928,35.176340
137.019912,35.176365
137.019896,35.176389
137.019879,35.176414
137.019862,35.176438
137.019845,35.176463
137.019829,35.176487
137.019812,35.176512
137.019795,35.176536
137.019779,35.176561
137.019762,35.176586
137.019745,35.176610
137.019728,35.176634
137.019711,35.176658
137.019693,35.176682
137.019676,35.176706
137.019659,35.176731
137.019642,35.176755
137.019624,35.176779
137.019607,35.176803
137.019589,35.176827
137.019572,35.176850
137.019554,35.176874
137.019536,35.176898
137.019519,35.176922
137.019501,35.176946
