2.121000000000000107e-01	7.961999999999999744e+00	5.402499999999999858e+01	-3.385699999999999932e+00	-2.649999999999999925e-02	7.100000000000000408e-03
2.059999999999999887e-01	7.476099999999999746e+00	5.386800000000000210e+01	-4.323699999999999655e+00	-2.670000000000000151e-02	1.140000000000000041e-02
2.041999999999999926e-01	7.033299999999999663e+00	5.375800000000000267e+01	-5.157799999999999940e+00	-2.790000000000000119e-02	1.540000000000000049e-02
1.806000000000000105e-01	6.660099999999999909e+00	5.370499999999999829e+01	-5.990700000000000358e+00	-2.879999999999999921e-02	1.839999999999999969e-02
1.658999999999999919e-01	6.311700000000000088e+00	5.366499999999999915e+01	-6.481600000000000250e+00	-3.030000000000000054e-02	2.319999999999999840e-02
1.784999999999999920e-01	6.000000000000000000e+00	5.354899999999999949e+01	-6.687100000000000044e+00	-3.030000000000000054e-02	2.709999999999999909e-02
1.681999999999999884e-01	5.717100000000000293e+00	5.340599999999999881e+01	-6.982999999999999652e+00	-3.160000000000000309e-02	3.070000000000000159e-02
1.615999999999999936e-01	5.457499999999999574e+00	5.330199999999999960e+01	-7.681400000000000006e+00	-3.169999999999999901e-02	3.450000000000000289e-02
1.728000000000000091e-01	5.222800000000000331e+00	5.324000000000000199e+01	-8.352499999999999147e+00	-3.200000000000000067e-02	3.749999999999999861e-02
1.678999999999999937e-01	5.004599999999999937e+00	5.317300000000000182e+01	-9.521599999999999397e+00	-3.280000000000000276e-02	4.179999999999999688e-02
1.656999999999999862e-01	4.800099999999999589e+00	5.304099999999999682e+01	-1.028999999999999915e+01	-3.389999999999999958e-02	4.590000000000000330e-02
1.696000000000000008e-01	4.617799999999999905e+00	5.291499999999999915e+01	-1.088000000000000078e+01	-3.370000000000000079e-02	5.029999999999999749e-02
1.653000000000000025e-01	4.442899999999999849e+00	5.283299999999999841e+01	-1.203700000000000081e+01	-3.459999999999999881e-02	5.539999999999999786e-02
1.623999999999999888e-01	4.284299999999999997e+00	5.270300000000000296e+01	-1.286100000000000065e+01	-3.579999999999999849e-02	5.940000000000000141e-02
2.660000000000000142e-01	4.141799999999999926e+00	5.256600000000000250e+01	-1.416499999999999915e+01	-3.620000000000000301e-02	6.350000000000000089e-02
5.620000000000000551e-01	4.001400000000000290e+00	5.245499999999999829e+01	-1.497300000000000075e+01	-3.780000000000000027e-02	6.790000000000000202e-02
6.099999999999999867e-02	4.007999999999999896e-01	5.239300000000000068e+01	-1.625600000000000023e+01	-4.189999999999999974e-02	7.580000000000000626e-02
5.720000000000000084e-02	2.245000000000000051e-01	5.218599999999999994e+01	-1.692299999999999827e+01	-4.309999999999999942e-02	8.400000000000000522e-02
6.660000000000000642e-02	1.342000000000000137e-01	5.196900000000000119e+01	-1.763100000000000023e+01	-4.390000000000000152e-02	9.189999999999999558e-02
8.680000000000000215e-02	8.730000000000000260e-02	5.174499999999999744e+01	-1.865899999999999892e+01	-4.429999999999999910e-02	9.979999999999999982e-02
1.183000000000000024e-01	5.920000000000000262e-02	5.151599999999999824e+01	-2.019399999999999906e+01	-4.469999999999999668e-02	1.078000000000000069e-01
1.701999999999999902e-01	3.869999999999999829e-02	5.128099999999999881e+01	-2.226599999999999824e+01	-4.529999999999999999e-02	1.164000000000000035e-01
2.665000000000000147e-01	2.230000000000000038e-02	5.103600000000000136e+01	-2.475600000000000023e+01	-4.619999999999999801e-02	1.257000000000000062e-01
4.499000000000000221e-01	1.030000000000000013e-02	5.077300000000000324e+01	-2.746300000000000097e+01	-4.760000000000000342e-02	1.355000000000000093e-01
7.776999999999999469e-01	3.899999999999999821e-03	5.048700000000000188e+01	-3.017899999999999849e+01	-4.939999999999999947e-02	1.456000000000000072e-01
1.304899999999999949e+00	4.000000000000000083e-03	5.018399999999999750e+01	-3.273899999999999721e+01	-5.160000000000000003e-02	1.552999999999999936e-01
2.056200000000000028e+00	1.110000000000000049e-02	4.986999999999999744e+01	-3.502600000000000335e+01	-5.390000000000000346e-02	1.640000000000000069e-01
2.999899999999999789e+00	2.500000000000000139e-02	4.955899999999999750e+01	-3.697800000000000153e+01	-5.619999999999999996e-02	1.710000000000000131e-01
4.042300000000000004e+00	4.510000000000000120e-02	4.925699999999999790e+01	-3.860499999999999687e+01	-5.800000000000000294e-02	1.759000000000000008e-01
5.052999999999999936e+00	7.059999999999999609e-02	4.896900000000000119e+01	-3.999300000000000210e+01	-5.940000000000000141e-02	1.784000000000000030e-01
5.913800000000000168e+00	1.008000000000000007e-01	4.869400000000000261e+01	-4.127300000000000324e+01	-6.019999999999999657e-02	1.782999999999999863e-01
6.562899999999999956e+00	1.346999999999999864e-01	4.842499999999999716e+01	-4.254699999999999704e+01	-6.079999999999999988e-02	1.759000000000000008e-01
7.009299999999999642e+00	1.708000000000000074e-01	4.815100000000000335e+01	-4.382600000000000051e+01	-6.119999999999999746e-02	1.716999999999999915e-01
7.307100000000000151e+00	2.069000000000000006e-01	4.786200000000000188e+01	-4.502100000000000080e+01	-6.160000000000000198e-02	1.665999999999999981e-01
7.506300000000000416e+00	2.406999999999999973e-01	4.755400000000000205e+01	-4.600900000000000034e+01	-6.199999999999999956e-02	1.615000000000000047e-01
7.610699999999999577e+00	2.696999999999999953e-01	4.722999999999999687e+01	-4.673700000000000188e+01	-6.199999999999999956e-02	1.572000000000000064e-01
7.566099999999999604e+00	2.927000000000000157e-01	4.690100000000000335e+01	-4.728499999999999659e+01	-6.149999999999999911e-02	1.542999999999999927e-01
7.288800000000000168e+00	3.091999999999999749e-01	4.657999999999999829e+01	-4.786099999999999710e+01	-6.019999999999999657e-02	1.529999999999999971e-01
6.716599999999999682e+00	3.200000000000000067e-01	4.627799999999999869e+01	-4.870600000000000307e+01	-5.840000000000000052e-02	1.532000000000000028e-01
5.856600000000000250e+00	3.267999999999999794e-01	4.599900000000000233e+01	-4.998299999999999699e+01	-5.659999999999999754e-02	1.547000000000000042e-01
4.799800000000000288e+00	3.318999999999999728e-01	4.574000000000000199e+01	-5.171600000000000108e+01	-5.519999999999999907e-02	1.572000000000000064e-01
3.694399999999999906e+00	3.387999999999999901e-01	4.549000000000000199e+01	-5.381400000000000006e+01	-5.469999999999999862e-02	1.602999999999999980e-01
2.691100000000000048e+00	3.548000000000000043e-01	4.523599999999999710e+01	-5.615299999999999869e+01	-5.510000000000000314e-02	1.638000000000000012e-01
1.892700000000000049e+00	3.946000000000000063e-01	4.496699999999999875e+01	-5.864200000000000301e+01	-5.639999999999999875e-02	1.675999999999999990e-01
1.331599999999999895e+00	4.865999999999999770e-01	4.467399999999999949e+01	-6.121999999999999886e+01	-5.800000000000000294e-02	1.718000000000000083e-01
9.805000000000000382e-01	6.786999999999999700e-01	4.435399999999999920e+01	-6.379299999999999926e+01	-5.970000000000000306e-02	1.761999999999999955e-01
7.834999999999999742e-01	1.038699999999999957e+00	4.400699999999999790e+01	-6.619599999999999795e+01	-6.090000000000000274e-02	1.806999999999999995e-01
6.834999999999999964e-01	1.645799999999999930e+00	4.363499999999999801e+01	-6.821500000000000341e+01	-6.160000000000000198e-02	1.847000000000000031e-01
6.383999999999999675e-01	2.568599999999999994e+00	4.324499999999999744e+01	-6.968699999999999761e+01	-6.180000000000000077e-02	1.877000000000000057e-01
6.223999999999999533e-01	3.836899999999999977e+00	4.284700000000000131e+01	-7.058799999999999386e+01	-6.189999999999999669e-02	1.892000000000000071e-01
6.211999999999999744e-01	5.419999999999999929e+00	4.245199999999999818e+01	-7.106499999999999773e+01	-6.180000000000000077e-02	1.890000000000000013e-01
6.261999999999999789e-01	7.224800000000000111e+00	4.207000000000000028e+01	-7.139700000000000557e+01	-6.140000000000000319e-02	1.874000000000000110e-01
6.310999999999999943e-01	9.121700000000000585e+00	4.171399999999999864e+01	-7.189799999999999613e+01	-6.049999999999999822e-02	1.849000000000000088e-01
6.307000000000000384e-01	1.098799999999999955e+01	4.138900000000000290e+01	-7.283499999999999375e+01	-5.879999999999999810e-02	1.822999999999999898e-01
6.201999999999999735e-01	1.275000000000000000e+01	4.109899999999999665e+01	-7.433700000000000330e+01	-5.619999999999999996e-02	1.802999999999999881e-01
5.973000000000000531e-01	1.439899999999999913e+01	4.084000000000000341e+01	-7.635399999999999920e+01	-5.279999999999999971e-02	1.794000000000000039e-01
5.625999999999999890e-01	1.597700000000000031e+01	4.060600000000000165e+01	-7.863800000000000523e+01	-4.929999999999999660e-02	1.799999999999999933e-01
5.212999999999999856e-01	1.753399999999999892e+01	4.038600000000000279e+01	-8.080400000000000205e+01	-4.599999999999999922e-02	1.817000000000000004e-01
4.813000000000000056e-01	1.909199999999999875e+01	4.017399999999999949e+01	-8.246599999999999397e+01	-4.329999999999999821e-02	1.844000000000000083e-01
4.506999999999999895e-01	2.061700000000000088e+01	3.996500000000000341e+01	-8.337500000000000000e+01	-4.109999999999999765e-02	1.877999999999999947e-01
4.344999999999999973e-01	2.203900000000000148e+01	3.975999999999999801e+01	-8.350600000000000023e+01	-3.880000000000000115e-02	1.915000000000000036e-01
4.325999999999999845e-01	2.328000000000000114e+01	3.956900000000000261e+01	-8.301500000000000057e+01	-3.559999999999999970e-02	1.948999999999999899e-01
